id,filename,class,source,source_url,source_id,license,author,date_captured,date_fetched,original_resolution,md5,notes
inaturalist_352599_328228222_594730090,data/raw/inaturalist/moho_verde/352599_328228222_594730090.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/594730090/original.jpg,352599:328228222:594730090,CC-BY-4.0,"(c) Katharine Khamhaengwong, some rights reserved (CC BY)",2025-11-25,2026-05-10T03:44:01Z,1536x2048,282a9b1d43733a38c1403248f762e974,
inaturalist_352599_328228222_594730110,data/raw/inaturalist/moho_verde/352599_328228222_594730110.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/594730110/original.jpg,352599:328228222:594730110,CC-BY-4.0,"(c) Katharine Khamhaengwong, some rights reserved (CC BY)",2025-11-25,2026-05-10T03:44:02Z,1536x2048,a56f53e520fbf16539fc14109c235981,
inaturalist_352599_328228222_594730129,data/raw/inaturalist/moho_verde/352599_328228222_594730129.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/594730129/original.jpg,352599:328228222:594730129,CC-BY-4.0,"(c) Katharine Khamhaengwong, some rights reserved (CC BY)",2025-11-25,2026-05-10T03:44:03Z,1536x2048,dbfa32fd764c293e62bc7efa858c8270,
inaturalist_352599_328106552_594485197,data/raw/inaturalist/moho_verde/352599_328106552_594485197.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/594485197/original.jpg,352599:328106552:594485197,CC-BY-NC-4.0,"(c) morgan yacullo, some rights reserved (CC BY-NC)",2025-11-24,2026-05-10T03:44:04Z,2048x1155,7cd30860729a7dc82a49af64791a2314,
inaturalist_352599_328106552_594485239,data/raw/inaturalist/moho_verde/352599_328106552_594485239.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/594485239/original.jpg,352599:328106552:594485239,CC-BY-NC-4.0,"(c) morgan yacullo, some rights reserved (CC BY-NC)",2025-11-24,2026-05-10T03:44:05Z,2048x1155,e69a57a964446ad8bab66641a48cf5b7,
inaturalist_352599_327951658_594190662,data/raw/inaturalist/moho_verde/352599_327951658_594190662.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/594190662/original.jpg,352599:327951658:594190662,CC-BY-NC-4.0,"(c) betsywburns, some rights reserved (CC BY-NC)",2025-11-12,2026-05-10T03:44:06Z,761x1153,91d387c2b622653ab10466b5d3f0c5f9,
inaturalist_352599_327796605_593904721,data/raw/inaturalist/moho_verde/352599_327796605_593904721.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/593904721/original.jpg,352599:327796605:593904721,CC-BY-NC-4.0,"(c) Leah Bendlin, some rights reserved (CC BY-NC)",2025-11-07,2026-05-10T03:44:07Z,1536x2048,93311bfdbc1ab239cfb475500438636b,
inaturalist_352599_327741198_593797157,data/raw/inaturalist/moho_verde/352599_327741198_593797157.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/593797157/original.jpg,352599:327741198:593797157,CC-BY-NC-4.0,"(c) Cherie Cornmesser, some rights reserved (CC BY-NC)",2025-11-22,2026-05-10T03:44:08Z,1209x2048,fddda2ad79362fd89e4782f6f4201bfb,
inaturalist_352599_327384447_593105173,data/raw/inaturalist/moho_verde/352599_327384447_593105173.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/593105173/original.jpg,352599:327384447:593105173,CC-BY-4.0,"(c) Cara Ennis, some rights reserved (CC BY)",2025-11-20,2026-05-10T03:44:09Z,2048x1367,1dad918a57b95227e70c9410e23b4700,
inaturalist_352599_327290634_592916992,data/raw/inaturalist/moho_verde/352599_327290634_592916992.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/592916992/original.jpg,352599:327290634:592916992,CC-BY-4.0,"(c) Cara Ennis, some rights reserved (CC BY)",2025-11-18,2026-05-10T03:44:10Z,2048x1367,32dbf36384701463ce483c1b327fb82c,
inaturalist_352599_327290634_592917017,data/raw/inaturalist/moho_verde/352599_327290634_592917017.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/592917017/original.jpg,352599:327290634:592917017,CC-BY-4.0,"(c) Cara Ennis, some rights reserved (CC BY)",2025-11-18,2026-05-10T03:44:11Z,2048x1367,a9e93c173f31924607d46b977e77bc9b,
inaturalist_352599_327290634_592917043,data/raw/inaturalist/moho_verde/352599_327290634_592917043.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/592917043/original.jpg,352599:327290634:592917043,CC-BY-4.0,"(c) Cara Ennis, some rights reserved (CC BY)",2025-11-18,2026-05-10T03:44:12Z,2048x1367,2c6bb48b12edd30ac018d0534759a4be,
inaturalist_352599_327135297_592601438,data/raw/inaturalist/moho_verde/352599_327135297_592601438.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/592601438/original.jpg,352599:327135297:592601438,CC0-1.0,no rights reserved,2025-11-18,2026-05-10T03:44:13Z,1536x2048,42062c43cc5a0e8bbec3db90604133a4,
inaturalist_352599_327135297_592601453,data/raw/inaturalist/moho_verde/352599_327135297_592601453.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/592601453/original.jpg,352599:327135297:592601453,CC0-1.0,no rights reserved,2025-11-18,2026-05-10T03:44:14Z,1536x2048,31125da3af522fa066d479d0af63821c,
inaturalist_352599_327135297_592601466,data/raw/inaturalist/moho_verde/352599_327135297_592601466.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/592601466/original.jpg,352599:327135297:592601466,CC0-1.0,no rights reserved,2025-11-18,2026-05-10T03:44:15Z,1536x2048,16d0e58729f7e5e51aacfb7ed1c89de7,
inaturalist_352599_327053630_592444728,data/raw/inaturalist/moho_verde/352599_327053630_592444728.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/592444728/original.jpg,352599:327053630:592444728,CC-BY-NC-4.0,"(c) Katherine McDermott, some rights reserved (CC BY-NC)",2025-11-17,2026-05-10T03:44:16Z,1536x2048,93ee9510851761e4e1293f5f2c10ca6b,
inaturalist_352599_327053630_592444753,data/raw/inaturalist/moho_verde/352599_327053630_592444753.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/592444753/original.jpg,352599:327053630:592444753,CC-BY-NC-4.0,"(c) Katherine McDermott, some rights reserved (CC BY-NC)",2025-11-17,2026-05-10T03:44:17Z,1536x2048,aaef21fe2f29ed8529609b717ec58339,
inaturalist_352599_327053630_592444771,data/raw/inaturalist/moho_verde/352599_327053630_592444771.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/592444771/original.jpg,352599:327053630:592444771,CC-BY-NC-4.0,"(c) Katherine McDermott, some rights reserved (CC BY-NC)",2025-11-17,2026-05-10T03:44:18Z,1536x2048,f9073778e323ad7d6f2c40eee3e96e7a,
inaturalist_352599_326821802_591964812,data/raw/inaturalist/moho_verde/352599_326821802_591964812.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/591964812/original.jpg,352599:326821802:591964812,CC-BY-NC-4.0,"(c) merino, some rights reserved (CC BY-NC)",2025-11-16,2026-05-10T03:44:19Z,1600x1200,bd8f6b59831d5f6830b81479ffda6a99,
inaturalist_352599_326821802_591963548,data/raw/inaturalist/moho_verde/352599_326821802_591963548.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/591963548/original.jpg,352599:326821802:591963548,CC-BY-NC-4.0,"(c) merino, some rights reserved (CC BY-NC)",2025-11-16,2026-05-10T03:44:20Z,1600x1200,cf3be4d15829d7549357846cdbb8aafa,
inaturalist_352599_326489093_591317905,data/raw/inaturalist/moho_verde/352599_326489093_591317905.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/591317905/original.jpg,352599:326489093:591317905,CC-BY-NC-4.0,"(c) Nere, some rights reserved (CC BY-NC)",2025-11-14,2026-05-10T03:44:21Z,720x1600,eb2ea71e132b60445437faabf3f08094,
inaturalist_352599_326489093_591317947,data/raw/inaturalist/moho_verde/352599_326489093_591317947.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/591317947/original.jpg,352599:326489093:591317947,CC-BY-NC-4.0,"(c) Nere, some rights reserved (CC BY-NC)",2025-11-14,2026-05-10T03:44:22Z,720x1600,ba3d2c82940ae038908eac4e073624b1,
inaturalist_352599_326489093_591317992,data/raw/inaturalist/moho_verde/352599_326489093_591317992.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/591317992/original.jpg,352599:326489093:591317992,CC-BY-NC-4.0,"(c) Nere, some rights reserved (CC BY-NC)",2025-11-14,2026-05-10T03:44:23Z,921x2048,e7d3d4ca0f4b74f9614482da97abc97d,
inaturalist_352599_326341738_591023260,data/raw/inaturalist/moho_verde/352599_326341738_591023260.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/591023260/original.jpg,352599:326341738:591023260,CC-BY-NC-4.0,"(c) christinetc, some rights reserved (CC BY-NC)",2025-11-09,2026-05-10T03:44:24Z,1536x2048,54e47798f8ccf4aee09e822d6783cdce,
inaturalist_352599_326341738_591023288,data/raw/inaturalist/moho_verde/352599_326341738_591023288.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/591023288/original.jpg,352599:326341738:591023288,CC-BY-NC-4.0,"(c) christinetc, some rights reserved (CC BY-NC)",2025-11-09,2026-05-10T03:44:25Z,1536x2048,5f32d89be0938fe8d3eb9a9428d1b608,
inaturalist_352599_326341738_591023329,data/raw/inaturalist/moho_verde/352599_326341738_591023329.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/591023329/original.jpg,352599:326341738:591023329,CC-BY-NC-4.0,"(c) christinetc, some rights reserved (CC BY-NC)",2025-11-09,2026-05-10T03:44:26Z,1536x2048,da0640e5a9ba8e1b39f363ea64afe284,
inaturalist_352599_326299109_590942174,data/raw/inaturalist/moho_verde/352599_326299109_590942174.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/590942174/original.jpg,352599:326299109:590942174,CC0-1.0,no rights reserved,2025-11-13,2026-05-10T03:44:27Z,2048x1024,2440a0d2d6bcf3bbdc388475ec7b1ccc,
inaturalist_352599_326252741_590846145,data/raw/inaturalist/moho_verde/352599_326252741_590846145.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/590846145/original.jpg,352599:326252741:590846145,CC-BY-NC-4.0,"(c) Gina Genduso, some rights reserved (CC BY-NC)",2025-11-12,2026-05-10T03:44:28Z,1536x2048,ebfa8f1add465a76ef23a99b7ab66a6a,
inaturalist_352599_326252741_590846148,data/raw/inaturalist/moho_verde/352599_326252741_590846148.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/590846148/original.jpg,352599:326252741:590846148,CC-BY-NC-4.0,"(c) Gina Genduso, some rights reserved (CC BY-NC)",2025-11-12,2026-05-10T03:44:29Z,1536x2048,e70df2bf0c8220498fbcf6228ed2b073,
inaturalist_352599_325845713_590039594,data/raw/inaturalist/moho_verde/352599_325845713_590039594.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/590039594/original.jpg,352599:325845713:590039594,CC-BY-NC-4.0,"(c) Patrick Ehlert, some rights reserved (CC BY-NC)",2025-10-10,2026-05-10T03:44:30Z,2048x1536,dadfd650d515a9f4754d144c85f4e9e9,
inaturalist_352599_325845713_590039586,data/raw/inaturalist/moho_verde/352599_325845713_590039586.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/590039586/original.jpg,352599:325845713:590039586,CC-BY-NC-4.0,"(c) Patrick Ehlert, some rights reserved (CC BY-NC)",2025-10-10,2026-05-10T03:44:31Z,2048x1536,5f414ea7b62fca7a2f41d68635748de1,
inaturalist_352599_325496432_589337662,data/raw/inaturalist/moho_verde/352599_325496432_589337662.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/589337662/original.jpg,352599:325496432:589337662,CC-BY-4.0,"(c) Michel Langeveld, some rights reserved (CC BY)",2025-11-08,2026-05-10T03:44:32Z,2048x1152,917ed662d07371442c186ec596b75af9,
inaturalist_352599_325359255_589066915,data/raw/inaturalist/moho_verde/352599_325359255_589066915.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/589066915/original.jpg,352599:325359255:589066915,CC-BY-NC-4.0,"(c) Gulsen Cingoz, some rights reserved (CC BY-NC)",2025-11-07,2026-05-10T03:44:33Z,2048x1536,3f638300cafe09f3e06d7c38b81cea0b,
inaturalist_352599_325359255_589066936,data/raw/inaturalist/moho_verde/352599_325359255_589066936.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/589066936/original.jpg,352599:325359255:589066936,CC-BY-NC-4.0,"(c) Gulsen Cingoz, some rights reserved (CC BY-NC)",2025-11-07,2026-05-10T03:44:34Z,2048x1536,6ff6e43a3fe716cf1713c5e313958ca5,
inaturalist_352599_325359255_589066959,data/raw/inaturalist/moho_verde/352599_325359255_589066959.jpg,moho_verde,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/589066959/original.jpg,352599:325359255:589066959,CC-BY-NC-4.0,"(c) Gulsen Cingoz, some rights reserved (CC BY-NC)",2025-11-07,2026-05-10T03:44:35Z,2048x1536,846dd03b9cb510af5a5efce5494d9b5a,
gbif_5243447_2238355826_2,data/raw/gbif/sano/5243447_2238355826_2.jpg,sano,gbif,https://svampe.databasen.org/uploads/MSO2013PIC75624896.JPG,5243447:2238355826:2,CC-BY-NC-4.0,Michael Sonniks,2013-11-07,2026-05-10T03:43:52Z,1000x667,a9c03d470a4afadd0970609765277744,Denmark
gbif_5243447_4461252454_0,data/raw/gbif/sano/5243447_4461252454_0.jpg,sano,gbif,https://observation.org/photos/80920972.jpg,5243447:4461252454:0,CC-BY-NC-ND-4.0,Francisco M. Otero,2012-03-09,2026-05-10T03:43:53Z,799x567,f338272e8f509ba46bd16e44754e827d,Spain
gbif_5243447_4461546542_0,data/raw/gbif/sano/5243447_4461546542_0.jpg,sano,gbif,https://observation.org/photos/80920973.jpg,5243447:4461546542:0,CC-BY-NC-ND-4.0,Francisco M. Otero,2012-03-09,2026-05-10T03:43:54Z,799x589,360cd79c8c6b775931bf5aee98b42956,Spain
gbif_5243447_4462097520_0,data/raw/gbif/sano/5243447_4462097520_0.jpg,sano,gbif,https://observation.org/photos/80920974.jpg,5243447:4462097520:0,CC-BY-NC-ND-4.0,Francisco M. Otero,2012-03-09,2026-05-10T03:43:55Z,799x578,f8d02f1bc749c9108034c6565de4b884,Spain
gbif_5243447_1668792087_0,data/raw/gbif/sano/5243447_1668792087_0.jpg,sano,gbif,https://inaturalist-open-data.s3.amazonaws.com/photos/4137476/original.,5243447:1668792087:0,CC-BY-NC-4.0,Christian Schwarz,2012-04-07,2026-05-10T03:43:56Z,2048x1357,73c8c3f84cedf8230acbdd5cd323bd54,United States of America
gbif_5243447_1957877156_0,data/raw/gbif/sano/5243447_1957877156_0.jpg,sano,gbif,https://observation.org/photos/3434772.jpg,5243447:1957877156:0,CC-BY-NC-ND-4.0,peter peperkamp,2012-05-30,2026-05-10T03:43:57Z,800x533,84869b0ceef37577653d19ff5494c792,Netherlands
gbif_5243447_1957877156_1,data/raw/gbif/sano/5243447_1957877156_1.jpg,sano,gbif,https://observation.org/photos/3434773.jpg,5243447:1957877156:1,CC-BY-NC-ND-4.0,peter peperkamp,2012-05-30,2026-05-10T03:43:58Z,800x533,695babd387e8d06ed196af8561be0740,Netherlands
gbif_5243447_4405049468_0,data/raw/gbif/sano/5243447_4405049468_0.jpg,sano,gbif,https://inaturalist-open-data.s3.amazonaws.com/photos/213017968/original.jpg,5243447:4405049468:0,CC-BY-NC-4.0,Luis Ballester,2012-05-09T19:09,2026-05-10T03:43:59Z,2048x1547,61418f367307fcb9d26bc88f37244051,Spain
gbif_5243447_4461168855_0,data/raw/gbif/sano/5243447_4461168855_0.jpg,sano,gbif,https://observation.org/photos/80925327.jpg,5243447:4461168855:0,CC-BY-NC-ND-4.0,José Manuel Nieto García,2012-05-05,2026-05-10T03:44:00Z,800x533,115a6e11c5699c0ae1537627ea188095,Spain
gbif_5243447_4461265027_0,data/raw/gbif/sano/5243447_4461265027_0.jpg,sano,gbif,https://observation.org/photos/80925216.jpg,5243447:4461265027:0,CC-BY-NC-ND-4.0,Carles Navarro Solsona,2012-05-06,2026-05-10T03:44:01Z,800x531,22f4c96e52eb1cfeec856567dd1fea21,Spain
gbif_5243447_5069167416_0,data/raw/gbif/sano/5243447_5069167416_0.jpg,sano,gbif,https://biocoll.inhs.illinois.edu/media/idigbio/sfsu/mycology/SFSU-F-020/SFSU-F-020393_lg.jpg,5243447:5069167416:0,CC0-1.0,"San Francisco State University, Harry D. Thiers Herbarium (SFSU-)",2012-05-25,2026-05-10T03:44:02Z,2000x3000,5576eb43d8f5f7e73403558218c35e9d,United States of America
gbif_5243447_1957872574_0,data/raw/gbif/sano/5243447_1957872574_0.jpg,sano,gbif,https://observation.org/photos/3437140.jpg,5243447:1957872574:0,CC-BY-NC-ND-4.0,ruud wielinga,2012-06-07,2026-05-10T03:44:03Z,800x531,094aaa9e60df2e6dabe03f6b077be0e5,Netherlands
gbif_5243447_1957914115_0,data/raw/gbif/sano/5243447_1957914115_0.jpg,sano,gbif,https://observation.org/photos/3407229.jpg,5243447:1957914115:0,CC-BY-NC-4.0,Theo Westra,2012-06-01,2026-05-10T03:44:04Z,800x450,19ff6f4de20c721de31b21133c34224a,Netherlands
gbif_5243447_1957914115_1,data/raw/gbif/sano/5243447_1957914115_1.jpg,sano,gbif,https://observation.org/photos/3407231.jpg,5243447:1957914115:1,CC-BY-NC-4.0,Theo Westra,2012-06-01,2026-05-10T03:44:05Z,800x450,e3f9d067d8b3b77c8ca222eb9c50421f,Netherlands
gbif_5243447_1957914115_2,data/raw/gbif/sano/5243447_1957914115_2.jpg,sano,gbif,https://observation.org/photos/3407232.jpg,5243447:1957914115:2,CC-BY-NC-4.0,Theo Westra,2012-06-01,2026-05-10T03:44:06Z,800x450,cb0e0025822aae1dbe8de9eae09a1b70,Netherlands
gbif_5243447_1957914115_3,data/raw/gbif/sano/5243447_1957914115_3.jpg,sano,gbif,https://observation.org/photos/3427341.jpg,5243447:1957914115:3,CC-BY-NC-4.0,Theo Westra,2012-06-01,2026-05-10T03:44:07Z,800x640,9c8d84d3ca83e965c8787477ba42944a,Netherlands
gbif_5243447_1957914115_4,data/raw/gbif/sano/5243447_1957914115_4.jpg,sano,gbif,https://observation.org/photos/3427342.jpg,5243447:1957914115:4,CC-BY-NC-4.0,Theo Westra,2012-06-01,2026-05-10T03:44:08Z,800x640,9baf5ee712cd5711533ba727172c3f6d,Netherlands
gbif_5243447_1957914115_5,data/raw/gbif/sano/5243447_1957914115_5.jpg,sano,gbif,https://observation.org/photos/3433352.jpg,5243447:1957914115:5,CC-BY-NC-4.0,Theo Westra,2012-06-01,2026-05-10T03:44:09Z,800x450,5c2941d1be4403583cc4f6ca844619cb,Netherlands
gbif_5243447_1957914115_6,data/raw/gbif/sano/5243447_1957914115_6.jpg,sano,gbif,https://observation.org/photos/3433365.jpg,5243447:1957914115:6,CC-BY-NC-4.0,Theo Westra,2012-06-01,2026-05-10T03:44:10Z,800x450,4d6407eb2f617c74350c304690296410,Netherlands
gbif_5243447_2243347806_0,data/raw/gbif/sano/5243447_2243347806_0.jpg,sano,gbif,https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00025/25047_C1_lg.jpg,5243447:2243347806:0,CC0-1.0,"Denver Botanic Gardens, Sam Mitchel Herbarium of Fungi (DBG-DBG)",2012-07-20,2026-05-10T03:44:11Z,2000x1247,a1bee5b3c01d2686f87a1ea0496b66be,United States of America
gbif_5243447_2243347806_1,data/raw/gbif/sano/5243447_2243347806_1.jpg,sano,gbif,https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00025/25047_C2_lg.jpg,5243447:2243347806:1,CC0-1.0,"Denver Botanic Gardens, Sam Mitchel Herbarium of Fungi (DBG-DBG)",2012-07-20,2026-05-10T03:44:12Z,2000x1241,e16a25cb626ebd00f798e0f67954ef63,United States of America
gbif_5243447_2243347806_2,data/raw/gbif/sano/5243447_2243347806_2.jpg,sano,gbif,https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-025/DBG-F-025047_S00_lg.jpg,5243447:2243347806:2,CC0-1.0,"Denver Botanic Gardens, Sam Mitchel Herbarium of Fungi (DBG-DBG)",2012-07-20,2026-05-10T03:44:13Z,2000x3000,94b4233a95d098019ebc3af1e23659c9,United States of America
gbif_5243447_2238186779_0,data/raw/gbif/sano/5243447_2238186779_0.jpg,sano,gbif,https://svampe.databasen.org/uploads/GSC2012PIC84829055.JPG,5243447:2238186779:0,CC-BY-NC-4.0,Grith Styrck Carlsen,2012-10-28,2026-05-10T03:44:16Z,1200x900,0da1d9d1bc8139e87262b5607e2438a9,Denmark
gbif_5243447_4459856151_0,data/raw/gbif/sano/5243447_4459856151_0.jpg,sano,gbif,https://observation.org/photos/80885698.jpg,5243447:4459856151:0,CC-BY-NC-ND-4.0,Divina Aparicio de Andrés,2011-01-30,2026-05-10T03:44:17Z,800x600,1ea526088906744e3ef57a9744d8005a,Spain
gbif_5243447_6231240793_0,data/raw/gbif/sano/5243447_6231240793_0.jpg,sano,gbif,https://mushroomobserver.org/images/1280/131671.jpg,5243447:6231240793:0,CC-BY-NC-4.0,MO Observers,2011-01-16,2026-05-10T03:44:18Z,1280x853,dc0ee8b733bb529a27f5e8c63003b6a1,United States of America
gbif_5243447_6231240793_1,data/raw/gbif/sano/5243447_6231240793_1.jpg,sano,gbif,https://mushroomobserver.org/images/1280/131672.jpg,5243447:6231240793:1,CC-BY-NC-4.0,MO Observers,2011-01-16,2026-05-10T03:44:18Z,1280x853,435092760544f33be6f918b426e78300,United States of America
gbif_5243447_6231240793_2,data/raw/gbif/sano/5243447_6231240793_2.jpg,sano,gbif,https://mushroomobserver.org/images/1280/131673.jpg,5243447:6231240793:2,CC-BY-NC-4.0,MO Observers,2011-01-16,2026-05-10T03:44:19Z,1280x830,3f9633dffed5309325fce3f383467ccd,United States of America
gbif_5243447_6231240793_3,data/raw/gbif/sano/5243447_6231240793_3.jpg,sano,gbif,https://mushroomobserver.org/images/1280/131674.jpg,5243447:6231240793:3,CC-BY-NC-4.0,MO Observers,2011-01-16,2026-05-10T03:44:20Z,1280x713,23ac24d87ccda443a120222c6716ffdc,United States of America
gbif_5243447_6231240793_4,data/raw/gbif/sano/5243447_6231240793_4.jpg,sano,gbif,https://images.mushroomobserver.org/1280/131671.jpg,5243447:6231240793:4,CC-BY-NC-4.0,MO Observers,2011-01-16,2026-05-10T03:44:21Z,1280x853,dc0ee8b733bb529a27f5e8c63003b6a1,United States of America
gbif_5243447_6231240793_5,data/raw/gbif/sano/5243447_6231240793_5.jpg,sano,gbif,https://images.mushroomobserver.org/1280/131672.jpg,5243447:6231240793:5,CC-BY-NC-4.0,MO Observers,2011-01-16,2026-05-10T03:44:22Z,1280x853,435092760544f33be6f918b426e78300,United States of America
gbif_5243447_6231240793_6,data/raw/gbif/sano/5243447_6231240793_6.jpg,sano,gbif,https://images.mushroomobserver.org/1280/131673.jpg,5243447:6231240793:6,CC-BY-NC-4.0,MO Observers,2011-01-16,2026-05-10T03:44:23Z,1280x830,3f9633dffed5309325fce3f383467ccd,United States of America
gbif_5243447_6231240793_7,data/raw/gbif/sano/5243447_6231240793_7.jpg,sano,gbif,https://images.mushroomobserver.org/1280/131674.jpg,5243447:6231240793:7,CC-BY-NC-4.0,MO Observers,2011-01-16,2026-05-10T03:44:24Z,1280x713,23ac24d87ccda443a120222c6716ffdc,United States of America
gbif_5243447_2237955920_0,data/raw/gbif/sano/5243447_2237955920_0.jpg,sano,gbif,https://svampe.databasen.org/uploads/PEL2011PIC28589518.JPG,5243447:2237955920:0,CC-BY-NC-4.0,Peter Lausted,2011-05-21,2026-05-10T03:44:26Z,640x480,bdd8ad05e3fa4d899959de5c61af57c9,Denmark
gbif_5243447_2237955920_1,data/raw/gbif/sano/5243447_2237955920_1.jpg,sano,gbif,https://svampe.databasen.org/uploads/PEL2011PIC45875943.JPG,5243447:2237955920:1,CC-BY-NC-4.0,Peter Lausted,2011-05-21,2026-05-10T03:44:26Z,640x480,cddfc6419045c81e7809c5e6fac8e815,Denmark
gbif_5243447_2237955920_2,data/raw/gbif/sano/5243447_2237955920_2.jpg,sano,gbif,https://svampe.databasen.org/uploads/PEL2011PIC52445555.JPG,5243447:2237955920:2,CC-BY-NC-4.0,Peter Lausted,2011-05-21,2026-05-10T03:44:27Z,640x480,d0517bfc6cfe50e2e6b5936a0bcd3d25,Denmark
gbif_5243447_2243337430_0,data/raw/gbif/sano/5243447_2243337430_0.jpg,sano,gbif,https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00024/24754_C1_lg.jpg,5243447:2243337430:0,CC0-1.0,"Denver Botanic Gardens, Sam Mitchel Herbarium of Fungi (DBG-DBG)",2011-06-11,2026-05-10T03:44:29Z,2000x1241,fdaef1e88c71239a0679bce3a36c4c17,United States of America
gbif_5243447_2243337430_1,data/raw/gbif/sano/5243447_2243337430_1.jpg,sano,gbif,https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-024/DBG-F-024754_S00_lg.jpg,5243447:2243337430:1,CC0-1.0,"Denver Botanic Gardens, Sam Mitchel Herbarium of Fungi (DBG-DBG)",2011-06-11,2026-05-10T03:44:29Z,2000x3000,4e2a75ef9edcdab8962483e4d8f9e600,United States of America
gbif_5243447_2243340663_0,data/raw/gbif/sano/5243447_2243340663_0.jpg,sano,gbif,https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00024/24753_C1_lg.jpg,5243447:2243340663:0,CC0-1.0,"Denver Botanic Gardens, Sam Mitchel Herbarium of Fungi (DBG-DBG)",2011-06-19,2026-05-10T03:44:30Z,2000x1239,d0d396e053609f929ba38d4fdb7f1f13,United States of America
gbif_5243447_2243340663_1,data/raw/gbif/sano/5243447_2243340663_1.jpg,sano,gbif,https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00024/24753_C2_lg.jpg,5243447:2243340663:1,CC0-1.0,"Denver Botanic Gardens, Sam Mitchel Herbarium of Fungi (DBG-DBG)",2011-06-19,2026-05-10T03:44:31Z,2000x1236,12028211a9e4336fc37747f6e5b59bd0,United States of America
gbif_5243447_2243340663_2,data/raw/gbif/sano/5243447_2243340663_2.jpg,sano,gbif,https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-024/DBG-F-024753_S00_lg.jpg,5243447:2243340663:2,CC0-1.0,"Denver Botanic Gardens, Sam Mitchel Herbarium of Fungi (DBG-DBG)",2011-06-19,2026-05-10T03:44:33Z,2000x3000,44a185956672968c02a47d7f79e2e2f6,United States of America
gbif_5243447_6231370557_0,data/raw/gbif/sano/5243447_6231370557_0.jpg,sano,gbif,https://mushroomobserver.org/images/1280/154308.jpg,5243447:6231370557:0,CC-BY-NC-4.0,MO Observers,2011-06-27,2026-05-10T03:44:34Z,1280x960,6d0fe0928733d89adbba6d08d5a8e310,United States of America
